Accession_number	Protein_name	GO_ID
Q9H0D6	5'-3' exoribonuclease 2	{'GO:0006396', 'GO:0004527', 'GO:0180010', 'GO:0003723', 'GO:0008409', 'GO:0000956', 'GO:0042802', 'GO:0030182', 'GO:0005515', 'GO:0004518', 'GO:0005730', 'GO:0006401', 'GO:0016020', 'GO:0006364', 'GO:0001147', 'GO:0006369', 'GO:0060041', 'GO:0016070', 'GO:0005634', 'GO:0003676', 'GO:0004534', 'GO:0021766', 'GO:0007283', 'GO:0005654'}
Q9H0M5	Zinc finger protein 700	{'GO:0000977', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0006357'}
Q9H116	GDNF-inducible zinc finger protein 1	{'GO:0000978', 'GO:0000122', 'GO:0006355', 'GO:0005730', 'GO:0045892', 'GO:0001227', 'GO:0043565', 'GO:0005634', 'GO:0000981', 'GO:0005737', 'GO:0005654'}
Q9H160	Inhibitor of growth protein 2	{'GO:0005654', 'GO:0035091', 'GO:0045893', 'GO:0005886', 'GO:0048133', 'GO:0035033', 'GO:0016602', 'GO:0003677', 'GO:0140002', 'GO:0007165', 'GO:0030317', 'GO:0007286', 'GO:0045814', 'GO:0030336', 'GO:0044877', 'GO:0005515', 'GO:0030511', 'GO:1902455', 'GO:0006325', 'GO:0070822', 'GO:0140566', 'GO:0030512', 'GO:0000122', 'GO:0006355', 'GO:2000772', 'GO:0003682', 'GO:1902166', 'GO:1902459', 'GO:0005634', 'GO:0007141', 'GO:0007283', 'GO:0072520', 'GO:0006974'}
Q9H165	BCL11 transcription factor A	{'GO:0010977', 'GO:0005654', 'GO:0042803', 'GO:0050773', 'GO:0001227', 'GO:0019901', 'GO:1903860', 'GO:2000173', 'GO:0048672', 'GO:0016925', 'GO:0010628', 'GO:0000978', 'GO:1905232', 'GO:0005829', 'GO:0048671', 'GO:2000171', 'GO:0005737', 'GO:0016604', 'GO:0005515', 'GO:0006357', 'GO:1904800', 'GO:0098794', 'GO:0140297', 'GO:0046982', 'GO:0016363', 'GO:0005694', 'GO:0032463', 'GO:0016514', 'GO:0001067', 'GO:0000122', 'GO:0003700', 'GO:0005634', 'GO:0010976', 'GO:0003712', 'GO:0042382'}
Q9H175	Cysteine/serine-rich nuclear protein 2	{'GO:0001228', 'GO:0000785', 'GO:0045944', 'GO:0043565', 'GO:0003700', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357', 'GO:0019902'}
Q9H1U4	Multiple epidermal growth factor-like domains protein 9	{'GO:0005604', 'GO:0016020'}
Q9H2G9	Golgin-45	{'GO:0031625', 'GO:0000139', 'GO:0005801', 'GO:0005794', 'GO:0005634', 'GO:0007030', 'GO:0043001', 'GO:0019899', 'GO:0005737', 'GO:0005515', 'GO:0005654'}
Q9H2S5	RING finger protein 39	{'GO:0070534', 'GO:0061630', 'GO:0039532', 'GO:0016567', 'GO:0005737', 'GO:0141111', 'GO:0005515', 'GO:0045087'}
Q9H2S6	Tenomodulin	{'GO:0005635', 'GO:0005737', 'GO:0016525', 'GO:0016020', 'GO:0001937', 'GO:0005515'}
Q9H2S9	Zinc finger protein Eos	{'GO:0000978', 'GO:0006355', 'GO:0051260', 'GO:0045892', 'GO:0019904', 'GO:0043565', 'GO:0032991', 'GO:0008270', 'GO:0003700', 'GO:0043425', 'GO:0005634', 'GO:0016604', 'GO:0005515', 'GO:0006357', 'GO:0005654'}
Q9H2U9	Disintegrin and metalloproteinase domain-containing protein 7	{'GO:0004222', 'GO:1902492', 'GO:0003382', 'GO:1905867', 'GO:0005886', 'GO:1902093', 'GO:0016020', 'GO:0004175', 'GO:0006508', 'GO:0008237', 'GO:0009986'}
Q9H2X0	Chordin	{'GO:0035906', 'GO:0001701', 'GO:1904888', 'GO:0014029', 'GO:0007224', 'GO:0072148', 'GO:0008543', 'GO:0160108', 'GO:0050808', 'GO:0045785', 'GO:0048731', 'GO:0045185', 'GO:0045668', 'GO:0009986', 'GO:1990926', 'GO:0007389', 'GO:0098793', 'GO:0048844', 'GO:0045545', 'GO:0035640', 'GO:0019955', 'GO:0030336', 'GO:0099171', 'GO:0005515', 'GO:0035050', 'GO:0000578', 'GO:0008542', 'GO:0021513', 'GO:0030509', 'GO:0033504', 'GO:0036122', 'GO:0043395', 'GO:0008283', 'GO:0001501', 'GO:0008201', 'GO:0009953', 'GO:0014030', 'GO:0005576', 'GO:0030514', 'GO:0048168', 'GO:0160093', 'GO:0010467', 'GO:0060291', 'GO:0002053', 'GO:0017038', 'GO:0048845', 'GO:0048663'}
Q9H3R2	Mucin-13	{'GO:0005829', 'GO:0005796', 'GO:0042803', 'GO:0016324', 'GO:0005886', 'GO:0005576', 'GO:0030277'}
Q9H3T2	Semaphorin-6C	{'GO:0071526', 'GO:0005886', 'GO:0030215', 'GO:0007411', 'GO:0005737', 'GO:0030517', 'GO:0009986', 'GO:0045499', 'GO:0050919', 'GO:0030335'}
Q9H3U7	SPARC-related modular calcium-binding protein 2	{'GO:0045931', 'GO:0050840', 'GO:0045743', 'GO:0030198', 'GO:0035470', 'GO:2001028', 'GO:0140144', 'GO:0005515', 'GO:0071944', 'GO:0031012', 'GO:0005509', 'GO:0008201', 'GO:0005576', 'GO:0140149', 'GO:2000573', 'GO:0010595', 'GO:0005604', 'GO:0045766', 'GO:1900748'}
Q9H4F8	SPARC-related modular calcium-binding protein 1	{'GO:0045667', 'GO:0060173', 'GO:0005509', 'GO:0030198', 'GO:0005604', 'GO:0008201', 'GO:0140144', 'GO:0001654', 'GO:0005576', 'GO:0005515', 'GO:0140149', 'GO:0050840'}
Q9H4I2	Zinc fingers and homeoboxes protein 3	{'GO:0003677', 'GO:0045669', 'GO:0042803', 'GO:0000785', 'GO:0045892', 'GO:0003700', 'GO:0005634', 'GO:0000981', 'GO:0046982', 'GO:0005515', 'GO:0006357', 'GO:0005654'}
Q9H4Q3	PR domain zinc finger protein 13	{'GO:0042054', 'GO:0006338', 'GO:0003682', 'GO:0005634', 'GO:0021979', 'GO:0061629', 'GO:0010468', 'GO:0097154'}
Q9H4Q4	PR domain zinc finger protein 12	{'GO:0001228', 'GO:0006479', 'GO:0000122', 'GO:0050965', 'GO:0001227', 'GO:0048665', 'GO:0019233', 'GO:0022008', 'GO:0005634', 'GO:0000981', 'GO:0031175', 'GO:0030182', 'GO:0140713', 'GO:0045944', 'GO:1990226', 'GO:0010468'}
Q9H5H4	Zinc finger protein 768	{'GO:0003677', 'GO:1990837', 'GO:0000977', 'GO:0006366', 'GO:0003723', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357', 'GO:0005694'}
Q9H5I1	Histone-lysine N-methyltransferase SUV39H2	{'GO:0000775', 'GO:0042054', 'GO:0045892', 'GO:0008270', 'GO:0140949', 'GO:0031507', 'GO:0062072', 'GO:0000785', 'GO:0031508', 'GO:0140938', 'GO:0006338', 'GO:0005721', 'GO:0045814', 'GO:0031981', 'GO:0005515', 'GO:0071456', 'GO:0140947', 'GO:0007623', 'GO:0006325', 'GO:0005694', 'GO:0140258', 'GO:0046974', 'GO:0000122', 'GO:0044725', 'GO:0005634', 'GO:0000976', 'GO:1904047', 'GO:0005654'}
Q9H5J0	Zinc finger and BTB domain-containing protein 3	{'GO:0000981', 'GO:0006357', 'GO:0005634', 'GO:0005515'}
Q9H5U6	rRNA N(6)-adenosine-methyltransferase ZCCHC4	{'GO:0140640', 'GO:0031167', 'GO:0005730', 'GO:0008270', 'GO:0003676', 'GO:1904047', 'GO:0005737', 'GO:0008757', 'GO:0008168', 'GO:0008988', 'GO:0045727'}
Q9H694	Protein bicaudal C homolog 1	{'GO:0007368', 'GO:0003723', 'GO:0003676', 'GO:0006402', 'GO:0090090', 'GO:0005737'}
Q9H6E5	Speckle targeted PIP5K1A-regulated poly(A) polymerase	{'GO:0003730', 'GO:0180010', 'GO:0140767', 'GO:0003723', 'GO:0017070', 'GO:0031124', 'GO:0034477', 'GO:0019899', 'GO:0051252', 'GO:0005515', 'GO:1990817', 'GO:0005847', 'GO:0005730', 'GO:0050265', 'GO:0016607', 'GO:0031123', 'GO:1990074', 'GO:0003676', 'GO:0016180', 'GO:0005654'}
Q9H6R7	WD repeat and coiled-coil-containing protein	{'GO:0019900', 'GO:0005515', 'GO:0051259'}
Q9H6U6	BCAS3 microtubule associated cell migration factor	{'GO:0043085', 'GO:0035091', 'GO:0035035', 'GO:0042594', 'GO:0008047', 'GO:0005881', 'GO:1905037', 'GO:0032956', 'GO:0043627', 'GO:0005737', 'GO:0006914', 'GO:0045111', 'GO:0045944', 'GO:0005515', 'GO:0000407', 'GO:0005856', 'GO:0042393', 'GO:0007267', 'GO:0071391', 'GO:0031252', 'GO:0048487', 'GO:0010698', 'GO:0010595', 'GO:0003682', 'GO:0005634', 'GO:0000791', 'GO:0016922'}
Q9H706	GRB2-associated and regulator of MAPK protein 1	{'GO:0071364', 'GO:0070064', 'GO:0005886', 'GO:0008284', 'GO:0070374', 'GO:0005515', 'GO:0007173'}
Q9H707	Zinc finger protein 552	{'GO:0000978', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357'}
Q9H7L2	Putative killer cell immunoglobulin-like receptor-like protein KIR3DX1	{'GO:0005886', 'GO:0007166', 'GO:0004888', 'GO:0002767', 'GO:0005576', 'GO:0140375'}
Q9H7R0	Zinc finger protein 442	{'GO:0000977', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0006357'}
Q9H7R5	Zinc finger protein 665	{'GO:0000978', 'GO:1990837', 'GO:0006355', 'GO:0045892', 'GO:0005634', 'GO:0000981', 'GO:0005737', 'GO:0006357'}
Q9H7S9	Zinc finger protein 703	{'GO:0045892', 'GO:0032991', 'GO:0060644', 'GO:0051726', 'GO:0060828', 'GO:0005737', 'GO:0005515', 'GO:0030335', 'GO:0034111', 'GO:0140297', 'GO:0017015', 'GO:0071392', 'GO:0005739', 'GO:0033601', 'GO:0016363', 'GO:0010718', 'GO:0034333', 'GO:0006355', 'GO:0008284', 'GO:0005634'}
Q9H7V2	Synapse differentiation-inducing gene protein 1	{'GO:0043197', 'GO:0042803', 'GO:0005886', 'GO:0097091', 'GO:0035254', 'GO:0098839', 'GO:0098978', 'GO:0030672', 'GO:0014069', 'GO:0060076', 'GO:0051965', 'GO:0044297', 'GO:0045202', 'GO:0005515', 'GO:0006886', 'GO:0030425', 'GO:0016020', 'GO:0031901', 'GO:0043198', 'GO:0150052'}
Q9H7X3	Zinc finger protein 696	{'GO:0000977', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357'}
Q9H898	Zinc finger matrin-type protein 4	{'GO:0008270', 'GO:0005634', 'GO:0003676', 'GO:0042802', 'GO:0005515'}
Q9H8G1	Zinc finger protein 430	{'GO:0000978', 'GO:0006355', 'GO:0021762', 'GO:0005634', 'GO:0000981', 'GO:0006357'}
Q9H8W5	E3 ubiquitin-protein ligase TRIM45	{'GO:0005829', 'GO:0050728', 'GO:0061630', 'GO:0043161', 'GO:0008270', 'GO:0005634', 'GO:0005737', 'GO:0005515', 'GO:0005654', 'GO:0070936'}
Q9H930	Nuclear body protein SP140-like protein	{'GO:0003677', 'GO:0005634', 'GO:0000981', 'GO:0006357', 'GO:0006952'}
Q9H9D4	Zinc finger protein 408	{'GO:0000978', 'GO:0005634', 'GO:0000981', 'GO:0042802', 'GO:0005515', 'GO:0006357'}
Q9H9P5	Putative E3 ubiquitin-protein ligase UNKL	{'GO:0005829', 'GO:0046872', 'GO:0005634', 'GO:0016567', 'GO:0005737', 'GO:0005515'}
Q9HAH1	Zinc finger protein 556	{'GO:0000977', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0006357'}
Q9HAS3	Solute carrier family 28 member 3	{'GO:0005886', 'GO:0015855', 'GO:0005337', 'GO:0005789', 'GO:0006855', 'GO:0005345', 'GO:0031526', 'GO:1901642', 'GO:0005415', 'GO:1904823', 'GO:0005515', 'GO:0015389', 'GO:0006805', 'GO:0035725', 'GO:0015213', 'GO:0016020', 'GO:0015860', 'GO:0015862', 'GO:0072531', 'GO:0015390', 'GO:0015864'}
Q9HAV5	Tumor necrosis factor receptor superfamily member 27	{'GO:0019221', 'GO:0043123', 'GO:0005515', 'GO:0033209', 'GO:0005886', 'GO:0004888', 'GO:0010668', 'GO:0046330', 'GO:0016020', 'GO:0008544', 'GO:0005031', 'GO:0038023'}
Q9HB58	Sp110 nuclear body protein	{'GO:0003677', 'GO:0005634', 'GO:0000981', 'GO:0006357', 'GO:0005654'}
Q9HB63	Netrin-4	{'GO:0005201', 'GO:0016477', 'GO:0005886', 'GO:0043256', 'GO:0007411', 'GO:0005604', 'GO:0034446', 'GO:0140144', 'GO:0070831', 'GO:0005515', 'GO:0009888'}
Q9HBE1	POZ-, AT hook-, and zinc finger-containing protein 1	{'GO:0000978', 'GO:0003677', 'GO:0031625', 'GO:0010596', 'GO:0000122', 'GO:0002682', 'GO:0006355', 'GO:0045892', 'GO:0001227', 'GO:0003682', 'GO:0005634', 'GO:0001817', 'GO:0005515', 'GO:0005654'}
Q9HBF4	Zinc finger FYVE domain-containing protein 1	{'GO:0043325', 'GO:0005789', 'GO:0008270', 'GO:0140042', 'GO:0005795', 'GO:0005545', 'GO:0016236', 'GO:0005776', 'GO:0046872', 'GO:0097629', 'GO:0005515', 'GO:0000407', 'GO:0005783', 'GO:0044829', 'GO:0005739', 'GO:0016020', 'GO:0005547', 'GO:0005811', 'GO:0048471', 'GO:1990462', 'GO:0005794', 'GO:0032266', 'GO:0044233', 'GO:0009267'}
Q9HBT7	Zinc finger protein 287	{'GO:0000978', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0006357'}
Q9HBT8	Zinc finger protein 286A	{'GO:0000978', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357'}
Q9HBW9	Adhesion G protein-coupled receptor L4	{'GO:0004930', 'GO:0005886', 'GO:0007166', 'GO:0004888', 'GO:0007186', 'GO:0005509', 'GO:0016020', 'GO:0031410'}
Q9HBX8	Leucine-rich repeat-containing G protein-coupled receptor 6	{'GO:0016500', 'GO:0031982', 'GO:0048495', 'GO:0005886', 'GO:0032588', 'GO:0004888', 'GO:0007186', 'GO:0007411', 'GO:0008201', 'GO:0030177', 'GO:0016020', 'GO:0005515', 'GO:0090263', 'GO:0050919', 'GO:0030335'}
Q9HC78	Zinc finger and BTB domain-containing protein 20	{'GO:0000978', 'GO:1990837', 'GO:0055088', 'GO:0000122', 'GO:0002682', 'GO:0046889', 'GO:0001227', 'GO:0005634', 'GO:0001817', 'GO:0000976', 'GO:0005737', 'GO:0016604', 'GO:0045821', 'GO:0071333', 'GO:0005654'}
Q9HCB6	Spondin-1	{'GO:0005201', 'GO:0140149', 'GO:0031012', 'GO:0005576', 'GO:0005788', 'GO:0005515', 'GO:0050693', 'GO:0007155'}
Q9HCG1	Zinc finger protein 160	{'GO:0000978', 'GO:1990837', 'GO:0006355', 'GO:0030097', 'GO:0005634', 'GO:0000981', 'GO:0006357'}
Q9HCI7	E3 ubiquitin-protein ligase MSL2	{'GO:0005654', 'GO:0061630', 'GO:0045893', 'GO:0000785', 'GO:0072487', 'GO:0006513', 'GO:0005634', 'GO:0016567', 'GO:0140585', 'GO:0140463', 'GO:0141054', 'GO:0005515', 'GO:0006974', 'GO:0005694', 'GO:0071168', 'GO:0040029'}
Q9HCL3	Zinc finger protein 14 homolog	{'GO:0000978', 'GO:1990837', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357'}
Q9HCU0	Endosialin	{'GO:0016477', 'GO:0009897', 'GO:0031012', 'GO:0005509', 'GO:0005737', 'GO:0016020', 'GO:0070062', 'GO:0005515', 'GO:1990430', 'GO:0050840'}
Q9HCX3	Zinc finger protein 304	{'GO:0000978', 'GO:0000122', 'GO:0045893', 'GO:0006355', 'GO:0007229', 'GO:0045944', 'GO:0030335', 'GO:0005634', 'GO:0000981', 'GO:0006346', 'GO:0050679', 'GO:2000811', 'GO:0045766', 'GO:0005515', 'GO:0006357', 'GO:1990841'}
Q9HCZ1	Zinc finger protein 334	{'GO:0000978', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357'}
Q9HDB9	Endogenous retrovirus group K member 5 Gag polyprotein	{'GO:0005886', 'GO:0005198', 'GO:0008270', 'GO:0003676', 'GO:0016032'}
Q9NP64	Zinc finger CCHC domain-containing protein 17	{'GO:0005730', 'GO:0003723', 'GO:0008270', 'GO:0003676', 'GO:0042802', 'GO:0022625', 'GO:0043489', 'GO:0005515'}
Q9NPC7	Myoneurin	{'GO:0000978', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357', 'GO:0005654'}
Q9NPF0	CD320 antigen	{'GO:0015889', 'GO:0005783', 'GO:0005886', 'GO:0005509', 'GO:0030890', 'GO:0016020', 'GO:0031296', 'GO:0016192', 'GO:0005515', 'GO:0038024', 'GO:0031419'}
Q9NPY3	Complement component C1q receptor	{'GO:0006909', 'GO:0001525', 'GO:0035579', 'GO:0101003', 'GO:0001849', 'GO:0042116', 'GO:0030667', 'GO:0005886', 'GO:0070821', 'GO:0005509', 'GO:0098609', 'GO:0031410', 'GO:0005515', 'GO:0038023', 'GO:0009986'}
Q9NQ03	Transcriptional repressor scratch 2	{'GO:0000978', 'GO:1990837', 'GO:0070888', 'GO:1902042', 'GO:0000122', 'GO:0000785', 'GO:0006355', 'GO:0001227', 'GO:0005634', 'GO:0000981'}
Q9NQ30	Endothelial cell-specific molecule 1	{'GO:0005201', 'GO:0001525', 'GO:0005171', 'GO:0031012', 'GO:0008284', 'GO:0005178', 'GO:0002040', 'GO:1902204', 'GO:0005576', 'GO:0005515'}
Q9NQ36	Signal peptide, CUB and EGF-like domain-containing protein 2	{'GO:0045880', 'GO:0140597', 'GO:0030509', 'GO:0055001', 'GO:0005886', 'GO:0007224', 'GO:0005509', 'GO:0005576', 'GO:0005515', 'GO:0009986'}
Q9NQ86	E3 ubiquitin-protein ligase TRIM36	{'GO:0005829', 'GO:0061630', 'GO:0043161', 'GO:0001669', 'GO:0004842', 'GO:0070507', 'GO:0005856', 'GO:0007051', 'GO:0008270', 'GO:0005737', 'GO:0000281', 'GO:0005515', 'GO:0043014', 'GO:0000209', 'GO:0070936', 'GO:0007340'}
Q9NQC1	E3 ubiquitin-protein ligase Jade-2	{'GO:0000123', 'GO:0061630', 'GO:0006275', 'GO:0051726', 'GO:0006338', 'GO:0043995', 'GO:2000278', 'GO:0005634', 'GO:0043996', 'GO:0036408', 'GO:0140566', 'GO:0016567', 'GO:0070062', 'GO:0005515', 'GO:0006357', 'GO:0005654', 'GO:0043997'}
Q9NQV7	Histone-lysine N-methyltransferase PRDM9	{'GO:0006311', 'GO:0042054', 'GO:0042800', 'GO:0042803', 'GO:0043565', 'GO:0140999', 'GO:0140941', 'GO:0008270', 'GO:0140949', 'GO:0010468', 'GO:1990918', 'GO:0007129', 'GO:0006338', 'GO:0140955', 'GO:1905516', 'GO:0010844', 'GO:0140944', 'GO:0043066', 'GO:0007292', 'GO:0061982', 'GO:0046975', 'GO:0005694', 'GO:0048232', 'GO:0006355', 'GO:0005634', 'GO:0000976', 'GO:0035825', 'GO:0010845', 'GO:0005654', 'GO:0016279'}
Q9NQX0	Putative histone-lysine N-methyltransferase PRDM6	{'GO:0140944', 'GO:0042054', 'GO:0000122', 'GO:0006338', 'GO:0045892', 'GO:0005634', 'GO:0042802', 'GO:0005515', 'GO:0010468'}
Q9NQX1	PR domain zinc finger protein 5	{'GO:0000978', 'GO:0005654', 'GO:0000977', 'GO:0000122', 'GO:0005515', 'GO:1903053', 'GO:0005730', 'GO:0140297', 'GO:0001227', 'GO:0043565', 'GO:0045892', 'GO:0003700', 'GO:0005634', 'GO:0000976', 'GO:0016604', 'GO:0045944', 'GO:0000278'}
Q9NQX6	Zinc finger protein 331	{'GO:0000978', 'GO:0006355', 'GO:0008270', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357'}
Q9NQZ8	Endothelial zinc finger protein induced by tumor necrosis factor alpha	{'GO:0000978', 'GO:0001228', 'GO:0005515', 'GO:0005634', 'GO:0045944', 'GO:0006357'}
Q9NR11	Zinc finger protein 302	{'GO:0000978', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357'}
Q9NR56	Muscleblind-like protein 1	{'GO:0005829', 'GO:0001701', 'GO:0010494', 'GO:0003725', 'GO:0007399', 'GO:0030326', 'GO:0003723', 'GO:0046872', 'GO:0005634', 'GO:0043484', 'GO:0005737', 'GO:0005515', 'GO:0005654', 'GO:0008380', 'GO:0045445'}
Q9NR61	Delta-like protein 4	{'GO:0005886', 'GO:0045747', 'GO:0007219', 'GO:0048731', 'GO:0035912', 'GO:0003209', 'GO:0008285', 'GO:0010628', 'GO:0090051', 'GO:2000179', 'GO:0007165', 'GO:0072554', 'GO:1903588', 'GO:0045746', 'GO:0007154', 'GO:0005515', 'GO:0010629', 'GO:0030217', 'GO:0003344', 'GO:0061074', 'GO:0005509', 'GO:0016020', 'GO:0003180', 'GO:0044344', 'GO:0003208', 'GO:0003222', 'GO:0001525', 'GO:0001974', 'GO:0010596', 'GO:0000122', 'GO:0001569', 'GO:0030154', 'GO:0048513', 'GO:0060579', 'GO:0048018', 'GO:0005112', 'GO:0035924'}
Q9NR80	Rho guanine nucleotide exchange factor 4	{'GO:0005829', 'GO:0032587', 'GO:0005515', 'GO:0035556', 'GO:0019904', 'GO:0030032', 'GO:0051056', 'GO:0005737', 'GO:0046847', 'GO:0005085'}
Q9NRA0	Sphingosine kinase 2	{'GO:0006669', 'GO:0016301', 'GO:0005654', 'GO:2001169', 'GO:0035556', 'GO:0032760', 'GO:0008481', 'GO:2000304', 'GO:0051049', 'GO:0031267', 'GO:0038036', 'GO:0005743', 'GO:0042981', 'GO:0005829', 'GO:1904628', 'GO:1904959', 'GO:0032755', 'GO:0005737', 'GO:0033008', 'GO:0019216', 'GO:0007565', 'GO:0005515', 'GO:0003376', 'GO:0000786', 'GO:0005783', 'GO:0043122', 'GO:0030308', 'GO:0045815', 'GO:0005739', 'GO:0042393', 'GO:0032736', 'GO:1903426', 'GO:0016020', 'GO:0005765', 'GO:0043306', 'GO:0043065', 'GO:0046512', 'GO:0030148', 'GO:0005634', 'GO:0001727', 'GO:0002720', 'GO:0006670'}
Q9NRH1	Protein YAE1 homolog	{'GO:0005515', 'GO:0005737', 'GO:0051604', 'GO:0005634'}
Q9NRH2	SNF-related serine/threonine-protein kinase	{'GO:0006468', 'GO:0000287', 'GO:0030099', 'GO:0004674', 'GO:0004672', 'GO:0005634', 'GO:0106310', 'GO:0005524'}
Q9NRL3	Striatin-4	{'GO:0043197', 'GO:0070016', 'GO:0032991', 'GO:0098978', 'GO:0035330', 'GO:0019904', 'GO:0005737', 'GO:0044877', 'GO:0005515', 'GO:0090443', 'GO:0030425', 'GO:0098794', 'GO:0035331', 'GO:0030674', 'GO:0098982', 'GO:0051721', 'GO:0099159', 'GO:0005516', 'GO:0043025'}
Q9NS37	CREB/ATF bZIP transcription factor	{'GO:0003677', 'GO:0140467', 'GO:0090575', 'GO:0000785', 'GO:0006355', 'GO:0045892', 'GO:0045944', 'GO:0003700', 'GO:0005634', 'GO:0000981', 'GO:0042802', 'GO:0045814', 'GO:0005515', 'GO:0006357', 'GO:0009615', 'GO:0036500'}
Q9NS68	Tumor necrosis factor receptor superfamily member 19	{'GO:0019221', 'GO:0043123', 'GO:0005515', 'GO:0033209', 'GO:0005886', 'GO:0004888', 'GO:0007254', 'GO:0046330', 'GO:0016020', 'GO:0005031', 'GO:0038023', 'GO:0006915'}
Q9NS98	Semaphorin-3G	{'GO:0005102', 'GO:0038191', 'GO:0071526', 'GO:0005886', 'GO:0030215', 'GO:0007411', 'GO:0030900', 'GO:0030517', 'GO:0005576', 'GO:0070062', 'GO:0005515', 'GO:0045499', 'GO:0050919', 'GO:0030335'}
Q9NSB4	Keratin, type II cuticular Hb2	{'GO:0005829', 'GO:0005515', 'GO:0031424', 'GO:0005198', 'GO:0030280', 'GO:0005737', 'GO:0045109', 'GO:0045095'}
Q9NSD4	Zinc finger protein 275	{'GO:0000978', 'GO:0005634', 'GO:0000981', 'GO:0005515', 'GO:0006357'}
Q9NSJ1	Putative zinc finger protein 355P	{'GO:0000978', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0006357'}
Q9NTW7	Zinc finger protein 64	{'GO:0006355', 'GO:0003700', 'GO:0005634', 'GO:0000976', 'GO:0005737', 'GO:0043076', 'GO:0005515', 'GO:0048762'}
Q9NU63	Zinc finger protein 57 homolog	{'GO:0000977', 'GO:0006355', 'GO:0003682', 'GO:0005634', 'GO:0000981', 'GO:0141068', 'GO:0005515', 'GO:0006357'}
Q9NUC0	SERTA domain-containing protein 4	{'GO:0005515', 'GO:0005654', 'GO:0005634'}
Q9NUD5	Zinc finger CCHC domain-containing protein 3	{'GO:0003690', 'GO:0032481', 'GO:0051607', 'GO:0071360', 'GO:0003723', 'GO:0008270', 'GO:0009597', 'GO:0003676', 'GO:0005737', 'GO:1900246', 'GO:0005515', 'GO:0002218'}
Q9NUE0	Palmitoyltransferase ZDHHC18	{'GO:0000139', 'GO:0006612', 'GO:0005783', 'GO:0005794', 'GO:0045824', 'GO:0160049', 'GO:0019706', 'GO:0016409', 'GO:0018230'}
Q9NUG4	Cerebral cavernous malformations 2 protein-like	{'GO:0008150', 'GO:0003674', 'GO:0003007', 'GO:0005515', 'GO:0005575'}
Q9NUK0	Muscleblind-like protein 3	{'GO:0005829', 'GO:0003723', 'GO:0046872', 'GO:0005634', 'GO:0043484', 'GO:0005737', 'GO:0005515', 'GO:0005654'}
Q9NV58	E3 ubiquitin-protein ligase RNF19A	{'GO:0005829', 'GO:0061630', 'GO:0004842', 'GO:0006511', 'GO:0005813', 'GO:0008270', 'GO:0000151', 'GO:0016567', 'GO:0005737', 'GO:0016020', 'GO:0005515', 'GO:0031624', 'GO:0000226'}
Q9NV72	Zinc finger protein 701	{'GO:0000978', 'GO:0006355', 'GO:0005634', 'GO:0000981', 'GO:0006357'}
Q9NVP4	Double zinc ribbon and ankyrin repeat-containing protein 1	{'GO:0042462', 'GO:0005515', 'GO:0005813'}
Q9NVW2	E3 ubiquitin-protein ligase RLIM	{'GO:0060816', 'GO:0005829', 'GO:0003714', 'GO:0061630', 'GO:0004842', 'GO:0006511', 'GO:0045892', 'GO:0050767', 'GO:0005634', 'GO:0016567', 'GO:0017053', 'GO:0005654'}
Q9NW07	Zinc finger protein 358	{'GO:0000978', 'GO:0021915', 'GO:0003700', 'GO:0005634', 'GO:0019827', 'GO:0006357', 'GO:0035115'}
Q9NW64	Pre-mRNA-splicing factor RBM22	{'GO:0046827', 'GO:0036002', 'GO:0033120', 'GO:0003723', 'GO:0071020', 'GO:0017070', 'GO:0048306', 'GO:0046872', 'GO:0005737', 'GO:0071006', 'GO:0071007', 'GO:0071466', 'GO:0005515', 'GO:0045292', 'GO:0005681', 'GO:0071014', 'GO:0000398', 'GO:0000974', 'GO:0042307', 'GO:0005634', 'GO:0003676', 'GO:0071013', 'GO:0005654'}
Q9NWN3	F-box only protein 34	{'GO:0005515', 'GO:0031146', 'GO:0019005'}
Q9NWS1	PCNA-interacting partner	{'GO:0000785', 'GO:2000042', 'GO:0005634', 'GO:0005737', 'GO:0005515', 'GO:0005654'}
Q9NWW7	Uncharacterized protein C2orf42	{'GO:0005515', 'GO:0005654', 'GO:0005634'}
